environment_transformation,inferred_actions,counterfactual_prediction_error_per_action
6,2,"[0.8561980087687435, 1.0977526751048245, 0.8477217377307354, 0.9096458755395098, 1.1583138740571168]"
0,0,"[0.5292027475268145, 0.8625916986038255, 0.8486883481627332, 0.8924203891988249, 0.8300542246689342]"
3,4,"[0.8763414668742823, 0.7931693345506899, 0.8837988234002274, 0.9452909301720787, 0.5688445439737821]"
8,3,"[0.7326495094566241, 0.8073523477606948, 0.9351935175936353, 0.5959245671149229, 0.9073074744664009]"
2,1,"[0.6321776600805684, 0.47894379839100326, 0.8412320607011954, 0.8445488857201159, 0.6781319435387496]"
0,0,"[0.6527669199683077, 0.7685998171382604, 0.7445490083539948, 0.8763619314796377, 0.7636456972994546]"
1,2,"[0.7304864110754847, 0.8734016924560553, 0.6467799226924829, 0.7271600340495833, 0.8140768191297132]"
4,3,"[0.7688503586671253, 0.9275283169616109, 0.8697192280011486, 0.5784701237965404, 0.8533209696190722]"
7,1,"[0.7829884683393715, 0.6643599841137295, 0.8990641771430241, 0.8360397183348154, 0.7209384464082023]"
5,4,"[0.8861177193344558, 1.0291148992570214, 0.9088980011396522, 1.0295226870415217, 0.8341498994345965]"
6,3,"[0.8459106029715537, 0.9977317293419483, 0.8081134504486452, 0.7617892205081054, 1.0032810918618789]"
3,4,"[0.7434057551791559, 0.8132590667291985, 0.8236140354815759, 0.8303740928158695, 0.6289611962390668]"
7,1,"[0.8282049126337051, 0.8078622054528936, 1.0196748744397752, 0.9743173345016711, 0.812192351998686]"
1,2,"[0.741620928785568, 0.9340446837826157, 0.6261072017383283, 0.7260433106988547, 0.9046436135951792]"
0,0,"[0.5361073522083947, 0.7874080199955518, 0.5772850833238397, 0.7193671102002874, 0.7199346593187049]"
0,0,"[0.576765611373037, 0.672577883479056, 0.8520807711202093, 0.862123521372132, 0.6393483525658482]"
8,1,"[0.7577593892963628, 0.7269819461093318, 0.8850725525022641, 0.7274992948952366, 0.8655225138719199]"
3,4,"[0.7252025669606917, 0.7892087748824366, 0.8760963639327052, 0.7884695432678214, 0.5376767034680364]"
4,3,"[0.7659544773171176, 0.8032463461558196, 0.7644783602542238, 0.585798009839024, 0.8017946351692878]"
5,2,"[0.7366856279656412, 0.8563861424970904, 0.6459742437983651, 0.8197300137433547, 0.7643937096239566]"
6,2,"[0.911929093783451, 0.9627494774253087, 0.6861146904403448, 0.7141773598599832, 0.9444706135449189]"
0,0,"[0.45704084824266517, 0.6862194307154441, 0.7085008837926833, 0.721855441835888, 0.7198227818423758]"
5,2,"[0.670294215854488, 0.7256051707960506, 0.6208526870341242, 0.6737039223827396, 0.6728173778741828]"
0,0,"[0.40309008316666356, 0.6158327016627916, 0.6807014610013522, 0.5803859693063113, 0.5767467894453825]"
1,2,"[0.5857414420798426, 0.7888206602062909, 0.4572419214833465, 0.6822818084362913, 0.6940993693520586]"
7,1,"[0.742452274852962, 0.6183082890705213, 1.0016747190651603, 0.9086827670183166, 0.6298335878373329]"
0,0,"[0.5443298200081093, 0.6912272281922484, 0.6806139442060893, 0.7127432805919526, 0.681890817292995]"
4,3,"[0.6021651956080765, 0.7906413636678515, 0.6056945426730086, 0.516358598603617, 0.7807198728936343]"
2,1,"[0.698913494965703, 0.4178368963445948, 0.9342467505056975, 0.7602380873910373, 0.7359622965918804]"
8,3,"[0.852683872640773, 0.8484695461808475, 0.864009373585179, 0.7041364920989969, 1.01692787576857]"
0,0,"[0.5095965878811475, 0.7218295807519847, 0.6503256970211725, 0.7430978171249198, 0.6689119872654854]"
7,4,"[0.8134823777742427, 0.6193238240629215, 0.8928760276265328, 1.016861027050479, 0.5833305989113702]"
8,1,"[0.8062268532696035, 0.702576784370883, 0.8132288700178366, 0.7389203503694096, 0.9083885425868147]"
1,2,"[0.6427020989390289, 0.8055857619268096, 0.43155048961974096, 0.6841385640537146, 0.8496039648861998]"
5,4,"[0.6647281447145869, 0.8088884174578131, 0.6914907761064412, 0.7778201911217693, 0.6075993926845488]"
5,2,"[0.6421151566620441, 0.9597846925150919, 0.5303504630190714, 0.6755756872140307, 0.7778201498587524]"
4,3,"[0.6268101841233561, 0.7872345002746949, 0.477124691483076, 0.3553544595213653, 0.7100467078510942]"
0,0,"[0.4212666695025575, 0.6219137085380254, 0.6636616977558043, 0.6001496523759823, 0.5819028222910254]"
4,3,"[0.6423583748965793, 0.7373212416268918, 0.6476497893273755, 0.43604613195965386, 0.8039333579509385]"
0,0,"[0.4254994519098334, 0.662044848038702, 0.5378343178538294, 0.648945835305196, 0.6738809117462512]"
7,1,"[0.7924000058909215, 0.6279754469943801, 0.9690964955711978, 0.8310913619037285, 0.6417795651550208]"
0,0,"[0.4330622049839609, 0.6689259334036065, 0.5714198633277987, 0.7159286870132405, 0.6343351653384383]"
6,2,"[0.7508157878940311, 0.9602834114053563, 0.632627347933594, 0.7210213893520101, 0.915164293583709]"
6,2,"[0.810880153036874, 1.003755750511116, 0.7397117625922333, 0.7544697205694293, 0.9774925588926405]"
1,2,"[0.6791538096046128, 0.9302097120688583, 0.3997206147911164, 0.7431598045369128, 0.8027656892626951]"
3,4,"[0.6700567595750466, 0.7962226952322183, 0.7803305651908404, 0.853433665541117, 0.45242672475191986]"
3,4,"[0.6855214702886188, 0.7611800553892771, 0.7337484484700139, 0.7624278189117035, 0.3340187284663713]"
3,4,"[0.6064342939756402, 0.6408287969442501, 0.6854118027466781, 0.7697366169213987, 0.4054803190375583]"
3,4,"[0.6274146058879435, 0.639076525854451, 0.7857920141674869, 0.8499681354123634, 0.38250259437207096]"
3,4,"[0.6371470027775226, 0.6564235000957089, 0.6887628436734754, 0.8078758272496976, 0.39473289798075617]"
4,3,"[0.6990085622834119, 0.80214376858072, 0.6931486166631606, 0.44743147971242586, 0.8753822261886459]"
2,1,"[0.6181927151231336, 0.4422290274079581, 0.8349646449531217, 0.719504040045569, 0.583407960345491]"
5,2,"[0.5985221557802104, 0.7826787803129581, 0.5339241536788393, 0.6450323702803356, 0.652333901606647]"
8,0,"[0.5798170218983797, 0.5987458461835788, 0.7226788674071979, 0.5840476404111123, 0.6884860148458086]"
2,1,"[0.6332830570549408, 0.42471282211665784, 0.8117802847848214, 0.6695425833013965, 0.6838892925913361]"
5,0,"[0.5509050220889884, 0.8329114545965305, 0.5637553433991352, 0.7173997147151445, 0.7760070881268588]"
2,1,"[0.6868743080215597, 0.42548003478040836, 0.8736077222981466, 0.7740870588180062, 0.5396015593938306]"
5,0,"[0.6136803002901086, 0.7461209530279053, 0.6576738113763786, 0.7649272570068152, 0.7261963607199665]"
0,0,"[0.42901432345530466, 0.7190867895004137, 0.7179969352454517, 0.628199027279137, 0.6796028601988457]"
6,2,"[0.8211121874243414, 1.056023428862594, 0.6098921553197906, 0.6428522671589812, 0.9473277534887437]"
3,4,"[0.49258202722120603, 0.6312156460145649, 0.6931457374477831, 0.6522708883949497, 0.38009147601610327]"
8,1,"[0.614592458348566, 0.5956536172381225, 0.8090162433732536, 0.6711967571080477, 0.6812833746072626]"
1,2,"[0.6357819501725029, 0.9031923914707268, 0.32407341745371104, 0.546036417144726, 0.815691853514428]"
6,2,"[0.7742360947266125, 1.0354466273647145, 0.5002077338899796, 0.6174655927382072, 1.0270325429332625]"
0,0,"[0.38585026872799116, 0.6811448918579122, 0.5347105714818994, 0.5289970448184947, 0.5862004600001505]"
5,0,"[0.5496441076082966, 0.6971348473551704, 0.6065168954803529, 0.644050048057389, 0.6131244244550376]"
0,0,"[0.41747642721134065, 0.6650779544939924, 0.5916778436398891, 0.48225386413305166, 0.6881965161749781]"
6,2,"[0.9125789432491214, 1.1182341127577284, 0.6706224890035347, 0.7631913243001217, 1.1034561540525682]"
7,1,"[0.7124075382558239, 0.5493594768452893, 0.8761494616658732, 0.8135723246168022, 0.5972971831564208]"
7,4,"[0.7220712376339402, 0.6330371849935604, 0.9023424832963627, 0.9534334139299873, 0.6271459198488475]"
2,1,"[0.6653822657913736, 0.31750032488553676, 0.8862516171656238, 0.743057034874586, 0.6243994225652987]"
4,3,"[0.4839102797255735, 0.8167938391562171, 0.6058675899111061, 0.33581818148607967, 0.7831852569201014]"
2,1,"[0.687736361987772, 0.450759121428807, 0.7589175761398558, 0.7782008484648175, 0.5677811893786302]"
4,3,"[0.5623350052018591, 0.8699474868127378, 0.5654304922036828, 0.3791099459457719, 0.7402009136687087]"
6,2,"[0.720591938656271, 0.9547130050348276, 0.520216993644252, 0.5672122008808481, 0.8940321401308428]"
0,0,"[0.37489487170465907, 0.6001624692742259, 0.5372024756217435, 0.5450267584071296, 0.6132804190059878]"
8,1,"[0.6305697355235315, 0.5860080651205466, 0.692928205383983, 0.5989581450597156, 0.7088241870229018]"
1,2,"[0.6568753646115094, 0.8662277142092737, 0.2674360850103493, 0.5879295723192156, 0.8139341453030531]"
5,2,"[0.6255200627861257, 0.7169684159163736, 0.5846074698422014, 0.6416632646216326, 0.6699922697982206]"
7,1,"[0.7752313448099563, 0.6250964018923992, 0.958372934123976, 0.8620010680781719, 0.6280232836687405]"
7,4,"[0.8444921924621718, 0.6973358206711929, 1.0341728794491036, 0.9866109138098127, 0.5887440451965913]"
3,4,"[0.595372827952707, 0.6974587468976716, 0.7731180228813029, 0.774106031725782, 0.4329496866630077]"
0,0,"[0.6017021734288978, 0.6883021675685168, 0.7940563004687851, 0.7648871514876651, 0.7441415844590957]"
2,1,"[0.896151877325472, 0.5538654724217317, 0.992107335297907, 0.9391088215180967, 0.8488869549583018]"
0,0,"[0.6107025980031445, 0.8106894792371949, 0.7209796521175503, 0.8047779395776271, 0.7663951496100151]"
2,1,"[0.8059226824109826, 0.49634389665296375, 0.9749334534130206, 0.7924383017625836, 0.7612892067981248]"
5,0,"[0.8050186015332295, 0.9487445094616537, 0.8518421180832472, 1.050245263930635, 0.8595292591046627]"
3,4,"[0.9804047161817507, 0.9802224208248934, 1.046616448152261, 1.0481339122828786, 0.46879029564270136]"
7,4,"[0.9211314632079174, 0.7889251517876188, 1.011707567689497, 0.9930181256768059, 0.7299036915474882]"
2,1,"[0.9420235184452854, 0.48179746771502996, 1.14306937046507, 1.008181002685154, 1.0728679487245922]"
4,3,"[0.7106819146827067, 1.0168982224398475, 0.9175601594376214, 0.6155704088324786, 0.8122426869090881]"
3,0,"[0.7465304065941205, 0.7779119496589818, 0.9937323757971863, 0.8750551967583379, 0.7756843985767605]"
4,3,"[0.716894099387942, 1.0187071242070704, 0.738286383355803, 0.6934235842092756, 0.8584748860626259]"
3,4,"[0.663845337878063, 0.7558931804535958, 0.9254415643820519, 0.9091725318685483, 0.4495486737174704]"
2,1,"[0.8915662672905913, 0.541404726030783, 1.0217818934837708, 0.9106016920200865, 0.9626312943660829]"
1,2,"[0.9336213639843538, 0.9620203086430229, 0.6146416368426824, 0.9437608369935137, 0.8280508048763356]"
7,1,"[0.8899362022207836, 0.8273740576855305, 1.1067232648313394, 1.0675865411569359, 1.0902155443763601]"
4,3,"[0.7758281612097627, 0.890810250604184, 0.9987479695529858, 0.7235225657239871, 1.020533194405847]"
7,1,"[1.0394771886657734, 0.8977915805079472, 1.2645128190733166, 1.269578377726687, 0.974815035714058]"
8,3,"[1.0341135764498666, 0.9655405676913154, 1.1356804374587806, 0.8706507439074359, 1.1621852611075445]"
0,0,"[0.6425291239795102, 0.9217549244027471, 0.9550869934910569, 0.8819340579610302, 0.7349571965963599]"
5,2,"[0.8280064899726645, 1.0421420371549786, 0.770126873236493, 0.892583566895119, 0.8250166640156692]"
7,1,"[1.0104890197735257, 0.7209413458864344, 1.1153639049270367, 1.0876860324064794, 0.8737460665517475]"
7,1,"[1.0105174204685181, 0.8647856040292282, 1.3038108263567767, 1.2304573088908097, 0.9067083411761651]"
4,3,"[0.960361187605246, 1.1215586200451315, 1.119498070891615, 0.7556662565304307, 1.0649074019580043]"
3,4,"[1.0312524333689543, 1.166809205709998, 1.1122487949328983, 1.2351105626462198, 0.7677134164887909]"
5,4,"[1.1899472806273237, 1.2290073319462127, 0.9790607754810084, 1.2370903438000833, 0.9667171061287956]"
1,2,"[0.7755082095282737, 1.1196779423146166, 0.5915503163898583, 0.9976940094023031, 0.988201901112382]"
4,3,"[0.7232997059255136, 0.9261122619205303, 0.9032074805324675, 0.48186335389278145, 0.9803684985368672]"
1,2,"[0.7042113457359425, 0.9915562907893002, 0.4917138924376192, 0.7466858581206558, 0.8094982483346895]"
7,1,"[0.7843192962610724, 0.6288936239691846, 0.9460192838468048, 0.7780773219288257, 0.7886128680818058]"
6,2,"[0.7693230638018409, 1.0070433839101625, 0.643930005844443, 0.7701078890318243, 0.8277757671490609]"
1,2,"[0.6192319770107243, 0.876665162635538, 0.38585612149842247, 0.7393052709550918, 0.6738775175007531]"
0,0,"[0.37078373631445544, 0.6751554016659719, 0.6343520072520293, 0.48216704941949673, 0.5479930986035779]"
1,2,"[0.638596129086326, 0.8673628982035476, 0.32332825823258693, 0.6946007414967219, 0.6050075994818828]"
1,2,"[0.7051639250715879, 0.9679879781813564, 0.4313501645529712, 0.8755807468118366, 0.6956152618626784]"
8,1,"[0.8386780882274925, 0.6653784708784692, 0.9625317927316427, 0.7933628476220123, 0.9159038064718522]"
2,1,"[0.7640002168771042, 0.460052310069028, 0.9438052517173088, 0.7957817380804317, 0.9317871520340096]"
4,3,"[0.7270646619042926, 0.8455457843090325, 0.9358911364385676, 0.49291807360802015, 0.8673214509587691]"
5,2,"[0.9405369183223011, 1.0809882810674931, 0.6612983568556028, 1.0482965861321676, 0.8281366645423481]"
8,1,"[0.8911583748376934, 0.6508472143482716, 0.9552557400562095, 0.6981273107660493, 0.9032142348137719]"
1,2,"[0.785480746587248, 0.9633135928149391, 0.4814461447735755, 0.8876991063448868, 0.7994593824807628]"
6,3,"[0.8373584903317947, 0.8950248692707222, 0.7502466492639321, 0.6908805893548008, 0.9153891139902838]"
2,1,"[0.7758383238516654, 0.5566258935860701, 0.8370386697550664, 0.8136520514811629, 0.8715840828643181]"
0,0,"[0.5403854004034376, 0.7074572087274729, 0.6902656203179014, 0.7533521195860158, 0.6474809351400251]"
5,2,"[0.8962774583887306, 1.1504411842448243, 0.7216460480982232, 1.0718826354780666, 0.7947775270757851]"
8,1,"[0.9467725915958589, 0.6897685344699936, 1.093196961307757, 0.761836892960458, 1.0339866776585303]"
6,2,"[0.8400138170671214, 0.9485171265172068, 0.7711123150141387, 0.8621831601675549, 0.9618933164293137]"
0,0,"[0.5458985627715955, 0.9248528302285817, 0.8297963360269021, 0.85198828180975, 0.7138119207184073]"
1,2,"[0.9388618905627134, 1.1002514378644053, 0.5314451620212365, 1.0173049181391836, 0.9055483773765985]"
7,4,"[0.971485123487912, 0.9111243353813695, 1.1184342271677177, 1.0479028864047304, 0.8525794861552756]"
4,3,"[0.8237210996392181, 0.9343515105804429, 0.9614768881808595, 0.5222035353357477, 0.9280077953353434]"
5,2,"[0.9169360138530028, 1.0983871846492856, 0.7367241825200087, 1.0631029217771377, 0.8491590927220951]"
3,4,"[0.6737828625053649, 0.9279423614155129, 0.7703938680638693, 0.8496843432706883, 0.44355092875357693]"
1,2,"[0.724378617562776, 1.0593636496021974, 0.5558457281784493, 0.9609650013588886, 0.8596114652398938]"
4,3,"[0.7273313790327444, 0.8439740025900266, 0.9504200211792629, 0.4538207767965155, 0.9038988020119862]"
6,2,"[0.7671649193449561, 1.031316397055741, 0.6816998335913093, 0.7580484906833943, 0.8858534257591445]"
6,2,"[0.8718492673641284, 1.0358828369171769, 0.6973889242924538, 0.7254253894650415, 0.9199477728315764]"
8,1,"[0.7932654966257386, 0.6445302873398039, 0.895631641894002, 0.7769365888154238, 0.9200718983553154]"
2,1,"[0.6895515764272677, 0.41495812669046617, 0.9111418922963892, 0.8570300814190135, 0.7557764234935889]"
5,2,"[0.8940280634739469, 1.0834266531064585, 0.6117388436498452, 1.0007300263986423, 0.7607525666661326]"
7,4,"[0.7423335200799502, 0.7055097967346096, 0.8926086054242992, 0.8823593209358448, 0.6530520787174134]"
2,1,"[0.6660607034294524, 0.41097355783992917, 0.9324427919375836, 0.7895116841855719, 0.8878346028016503]"
6,2,"[0.7817172650509877, 0.9898557778678684, 0.698345235420184, 0.7134216491475243, 0.9995375954663898]"
8,1,"[0.8375243801290478, 0.6544055409286804, 0.8355066485502916, 0.7538168841786607, 0.9693873987043614]"
2,1,"[0.6886261886424557, 0.33391331202008256, 0.8434128750961302, 0.7833227304955629, 0.8352388191063299]"
6,2,"[0.8985662617136507, 1.008420151193861, 0.7011576480081724, 0.8517924127964315, 1.1389835112283586]"
8,1,"[0.6869781258274854, 0.6848066890972523, 0.8579776051147632, 0.771214227306498, 0.8523836528520693]"
7,1,"[0.7276781445452096, 0.5555729729209812, 0.8260863893827799, 0.7921914350143943, 0.6153038128639148]"
8,1,"[0.6781413794668489, 0.5770456750143688, 0.752530968017882, 0.5910184593489851, 0.8386813083638242]"
4,3,"[0.6876217368776938, 0.7895706289946172, 0.7465082767460024, 0.3540077840481366, 0.8604947516171441]"
7,4,"[0.7110581703353358, 0.7087083103565098, 0.803069393092316, 0.9165833527685827, 0.6676716232315371]"
4,3,"[0.6814177477056487, 0.7699466868124045, 0.6740318934237545, 0.4070648323966594, 0.7986540755963388]"
7,4,"[0.7012477091908443, 0.6680440039509443, 0.7878028480107051, 0.8464806299168087, 0.6135686781698375]"
7,4,"[0.9115774493265488, 0.8046707045545446, 1.0538594391050786, 1.0377974281084663, 0.8016061676942134]"
1,2,"[0.7381204241901306, 0.833701643506007, 0.437705793139561, 0.764341513017705, 0.8396813373597974]"
5,4,"[0.7719368533559688, 0.7828347746797846, 0.7639384157056635, 0.8687335563539798, 0.7604357588028458]"
6,3,"[0.7581115434011191, 0.9124034182958494, 0.7715104063182889, 0.7100121289068109, 1.0060815077867944]"
1,2,"[0.725078007720004, 0.7462794355595236, 0.5156927573637287, 0.7734720041186041, 0.8395901762650496]"
7,4,"[0.9823014064108891, 0.9541720350952442, 1.1040973221526738, 1.2496638636423776, 0.9197235006721506]"
7,4,"[1.275549790080871, 1.1097416979755859, 1.3051982188422913, 1.3865076292814817, 0.9394266531723646]"
3,4,"[0.881121251205199, 1.0756874975814112, 0.9169287502572966, 1.0371850247269911, 0.6424735650121052]"
3,4,"[0.8152567997400482, 0.9098538113360457, 0.9653245653996539, 0.9581013605450882, 0.5840007510043557]"
7,1,"[1.092785017280287, 0.8102068077150534, 1.2724406944794941, 1.133892437412763, 0.8667210833681395]"
4,3,"[0.8518777383009832, 1.081634522712695, 0.9544062503205779, 0.5789667306074653, 0.912767046194923]"
8,0,"[0.8124833302742445, 0.8837627318946607, 0.9036566846971151, 0.8268829398054346, 0.8701959062892476]"
3,4,"[0.8322519604638695, 0.8935236698489678, 1.0819915236206035, 0.8864486232026798, 0.6158936391960655]"
6,3,"[1.0242250765384073, 1.1580639494766083, 0.9672209951636502, 0.9317602516847863, 1.0402243506106656]"
6,2,"[0.979413638709322, 1.1713108171683895, 0.7555280935210054, 0.9200927480931798, 1.148087622413096]"
1,2,"[0.7541663386946204, 0.8802959999248292, 0.5303905115137835, 0.6518247591486339, 0.8984149849445388]"
2,1,"[0.8182767920731545, 0.5517311059388097, 0.9386907059503143, 0.9913650128977376, 0.8114132679353917]"
7,1,"[1.0829592624122752, 0.8906115527464397, 1.3561169763178529, 1.2835309294335393, 0.9176341800652212]"
8,1,"[0.9007092900945749, 0.7872544733426851, 1.0023941887791865, 0.8795263355844338, 0.8675516151706668]"
1,2,"[0.8449098724539595, 1.1252448799071118, 0.5988707903420285, 0.956617196590093, 1.0458448921551267]"
4,3,"[0.7535619189187213, 0.9455215271456658, 0.771254152992394, 0.46603995133879117, 0.9140470852837441]"
4,3,"[0.724017500033346, 0.7737631126834761, 0.7209186716140439, 0.45214566695921216, 0.8210314632623105]"
